invoice_id,vendor_id,vendor_name,po_number,amount,invoice_date,received_date,match_status,payment_status,payment_date,duplicate_flag,is_true_duplicate_pair
INV-500050,V101,Vendor B,PO-42849,43770.49,2026-04-03,2026-04-03,matched,paid,2026-04-10,0,no
INV-500398,V127,Vendor B1,PO-19731,2020.2,2026-03-26,2026-03-26,matched,paid,2026-03-31,0,no
INV-500413,V144,Vendor S1,PO-54725,33022.5,2026-03-11,2026-03-12,matched,paid,2026-03-18,0,no
INV-500156,V159,Vendor H2,PO-26787,39992.31,2026-04-04,2026-04-04,matched,paid,2026-04-08,0,no
INV-500252,V104,Vendor E,PO-27202,24530.75,2026-03-02,2026-03-04,matched,paid,2026-03-08,0,no
INV-500395,V155,Vendor D2,PO-81741,43362.57,2026-03-06,2026-03-07,matched,paid,2026-03-10,0,no
INV-500468,V112,Vendor M,PO-71207,20748.11,2026-04-20,2026-04-21,matched,paid,2026-04-27,0,no
INV-500402,V112,Vendor M,PO-83713,40779.42,2026-03-09,2026-03-10,matched,paid,2026-03-14,0,no
INV-500357,V127,Vendor B1,PO-21678,37911.79,2026-03-04,2026-03-06,matched,paid,2026-03-12,0,no
INV-500254,V130,Vendor E1,PO-10993,3989.73,2026-04-10,2026-04-12,matched,paid,2026-04-19,0,no
INV-500276,V116,Vendor Q,PO-95448,43126.61,2026-03-21,2026-03-23,matched,paid,2026-03-27,0,no
INV-500178,V133,Vendor H1,PO-28325,38541.38,2026-04-09,2026-04-10,matched,paid,2026-04-14,0,no
INV-500281,V129,Vendor D1,PO-47898,25021.89,2026-04-12,2026-04-12,matched,paid,2026-04-19,0,no
INV-500390,V150,Vendor Y1,PO-42880,4672.11,2026-03-18,2026-03-19,matched,paid,2026-03-26,0,no
INV-500237,V148,Vendor W1,PO-65140,7415.29,2026-04-16,2026-04-16,matched,paid,2026-04-23,0,no
INV-500071,V102,Vendor C,PO-80255,33358.42,2026-03-10,2026-03-12,matched,paid,2026-03-19,0,no
INV-500460,V112,Vendor M,PO-94686,40233.29,2026-03-14,2026-03-15,matched,paid,2026-03-18,0,no
INV-500129,V109,Vendor J,PO-57553,33597.65,2026-03-23,2026-03-24,matched,paid,2026-03-31,0,no
INV-500144,V155,Vendor D2,PO-25639,23867.8,2026-03-13,2026-03-14,matched,paid,2026-03-17,0,no
INV-500448,V118,Vendor S,PO-23847,31200.28,2026-04-20,2026-04-20,matched,paid,2026-04-23,0,no
INV-500335,V149,Vendor X1,PO-28061,12292.18,2026-03-05,2026-03-05,matched,paid,2026-03-09,0,no
INV-500133,V148,Vendor W1,PO-21639,36951.75,2026-04-03,2026-04-05,matched,paid,2026-04-07,0,no
INV-500203,V106,Vendor G,PO-59728,28623.71,2026-04-04,2026-04-05,matched,paid,2026-04-10,0,no
INV-500393,V139,Vendor N1,PO-85739,9951.07,2026-03-17,2026-03-17,matched,paid,2026-03-24,0,no
INV-500255,V125,Vendor Z,PO-35241,44498.82,2026-03-12,2026-03-12,matched,paid,2026-03-15,0,no
INV-500072,V101,Vendor B,PO-11170,19785.94,2026-04-04,2026-04-04,matched,paid,2026-04-11,0,no
INV-500396,V135,Vendor J1,PO-21870,38640.88,2026-04-10,2026-04-12,matched,paid,2026-04-13,0,no
INV-500235,V134,Vendor I1,PO-24685,24196.2,2026-04-28,2026-04-30,matched,paid,2026-05-05,0,no
INV-500037,V107,Vendor H,PO-17569,39375.1,2026-04-23,2026-04-24,matched,paid,2026-04-28,0,no
