return_id,customer_id,item_category,return_amount,return_date,auto_approved,review_flag
RET-900211,CUST-13543,apparel,105.8,2026-04-28,1,0
RET-901056,CUST-13902,apparel,66.24,2026-05-08,1,0
RET-900332,CUST-13078,accessories,35.85,2026-04-03,1,0
RET-901626,CUST-13385,footwear,69.9,2026-04-20,1,0
RET-901625,CUST-11066,footwear,38.06,2026-04-08,1,0
RET-901756,CUST-13896,accessories,27.45,2026-04-11,1,0
RET-901348,CUST-11945,accessories,21.12,2026-04-19,1,0
RET-901809,CUST-10856,apparel,250.56,2026-04-11,1,0
RET-901095,CUST-10807,apparel,30.68,2026-04-09,1,0
RET-901642,CUST-12670,apparel,67.59,2026-04-01,1,0
RET-901409,CUST-10947,footwear,88.04,2026-04-08,1,0
RET-902244,CUST-10917,apparel,52.73,2026-05-04,1,0
RET-901356,CUST-10051,footwear,87.7,2026-04-04,1,0
RET-902388,CUST-10159,accessories,86.89,2026-04-17,1,0
RET-900570,CUST-10866,footwear,15.42,2026-04-03,1,0
RET-900464,CUST-13586,accessories,110.49,2026-05-08,1,0
RET-901810,CUST-11886,accessories,37.02,2026-05-09,1,0
RET-900786,CUST-11587,footwear,22.22,2026-05-02,1,0
RET-900260,CUST-12031,apparel,47.2,2026-04-24,1,0
RET-900660,CUST-13397,apparel,13.35,2026-04-29,1,0
RET-900827,CUST-12433,apparel,45.59,2026-04-25,1,0
RET-901795,CUST-12851,apparel,68.64,2026-05-05,1,0
RET-902387,CUST-10395,accessories,151.72,2026-04-20,1,0
RET-901526,CUST-11449,accessories,33.45,2026-04-03,1,0
RET-902508,CUST-10279,accessories,96.28,2026-04-21,1,0
RET-900116,CUST-12483,accessories,143.26,2026-04-14,1,0
RET-902085,CUST-12452,apparel,79.66,2026-04-22,1,0
RET-900382,CUST-10819,footwear,29.57,2026-04-04,1,0
RET-900460,CUST-12564,footwear,106.98,2026-04-09,1,0
RET-902336,CUST-11294,footwear,43.61,2026-04-13,1,0
RET-902566,CUST-10312,footwear,24.68,2026-04-10,1,0
RET-900961,CUST-12978,footwear,108.58,2026-04-21,1,0
RET-902279,CUST-12869,apparel,82.61,2026-04-19,1,0
RET-900997,CUST-10456,footwear,66.81,2026-05-10,1,0
RET-901046,CUST-11647,footwear,33.4,2026-05-06,1,0
RET-901807,CUST-11424,footwear,21.29,2026-04-06,1,0
RET-902110,CUST-10761,apparel,14.88,2026-04-26,1,0
RET-902227,CUST-11523,apparel,111.87,2026-04-01,1,0
RET-900499,CUST-12639,apparel,16.55,2026-04-06,1,0
RET-900711,CUST-11681,footwear,15.53,2026-04-23,1,0
RET-900158,CUST-10652,accessories,78.5,2026-04-20,1,0
RET-901448,CUST-13993,accessories,242.65,2026-04-16,1,0
RET-900404,CUST-11867,accessories,9.73,2026-04-19,1,0
RET-900429,CUST-10551,accessories,96.01,2026-04-30,1,0
RET-900452,CUST-11021,apparel,88.93,2026-04-27,1,0
RET-901116,CUST-11735,accessories,185.0,2026-04-04,1,0
RET-901732,CUST-11712,accessories,124.38,2026-04-24,1,0
RET-902283,CUST-13835,apparel,17.47,2026-04-24,1,0
RET-900517,CUST-12189,accessories,205.4,2026-05-06,1,0
RET-900156,CUST-10835,apparel,39.53,2026-04-27,1,0
RET-900768,CUST-12107,accessories,129.1,2026-04-07,1,0
RET-902493,CUST-11698,apparel,78.81,2026-04-07,1,0
RET-900045,CUST-10224,apparel,24.43,2026-04-26,1,0
RET-902663,CUST-12275,apparel,299.2,2026-05-08,1,0
RET-900684,CUST-11383,accessories,86.04,2026-04-15,1,0
RET-900960,CUST-13134,apparel,82.94,2026-04-02,1,0
RET-901488,CUST-11476,footwear,48.16,2026-04-05,1,0
RET-900944,CUST-12682,footwear,68.68,2026-04-16,1,0
RET-902144,CUST-10845,accessories,53.4,2026-04-24,1,0
RET-901237,CUST-10122,apparel,6.59,2026-05-02,1,0
RET-901330,CUST-13896,accessories,34.4,2026-05-12,1,0
RET-901985,CUST-11560,footwear,55.32,2026-04-08,1,0
RET-901087,CUST-10995,accessories,61.4,2026-04-05,1,0
RET-902409,CUST-11868,apparel,77.52,2026-04-13,1,0
RET-901359,CUST-13092,accessories,70.25,2026-04-16,1,0
RET-901723,CUST-13723,apparel,39.63,2026-05-07,1,0
RET-900920,CUST-12372,accessories,72.74,2026-04-10,1,0
RET-900809,CUST-12298,apparel,53.28,2026-05-05,1,0
RET-902560,CUST-13822,footwear,153.24,2026-04-27,1,0
RET-901344,CUST-10981,apparel,23.14,2026-04-04,1,0
RET-900757,CUST-11227,apparel,65.93,2026-04-16,1,0
RET-901187,CUST-10146,footwear,118.54,2026-04-22,1,0
RET-901763,CUST-11611,accessories,47.55,2026-04-30,1,0
RET-902351,CUST-13650,footwear,119.9,2026-04-06,1,0
RET-900365,CUST-11557,footwear,114.2,2026-05-08,1,0
RET-900527,CUST-13501,apparel,12.24,2026-05-08,1,0
RET-901231,CUST-11398,footwear,60.81,2026-05-10,1,0
RET-902367,CUST-13866,footwear,31.62,2026-04-04,1,0
RET-900306,CUST-12755,accessories,46.95,2026-04-20,1,0
RET-900481,CUST-12349,accessories,56.55,2026-04-29,1,0
RET-902600,CUST-10313,footwear,592.57,2026-04-11,1,0
RET-902172,CUST-11914,apparel,21.51,2026-04-24,1,0
RET-901869,CUST-12468,footwear,50.98,2026-05-06,1,0
RET-902382,CUST-11155,accessories,79.12,2026-04-05,1,0
RET-901871,CUST-13313,footwear,11.61,2026-04-21,1,0
RET-900563,CUST-12794,apparel,89.23,2026-05-04,1,0
RET-902687,CUST-13902,apparel,300.43,2026-04-26,1,0
RET-901012,CUST-11819,accessories,77.16,2026-05-07,1,0
RET-901145,CUST-10789,apparel,61.69,2026-05-09,1,0
RET-900466,CUST-12865,accessories,136.51,2026-04-08,1,0
RET-900620,CUST-13903,footwear,12.99,2026-04-26,1,0
RET-900958,CUST-11296,footwear,140.21,2026-04-25,1,0
RET-900851,CUST-12164,accessories,149.57,2026-04-17,1,0
RET-900448,CUST-13798,footwear,46.4,2026-04-23,1,0
RET-901196,CUST-12672,footwear,95.03,2026-04-23,1,0
RET-900651,CUST-11946,apparel,98.92,2026-04-01,1,0
RET-900161,CUST-13599,accessories,6.55,2026-05-08,1,0
RET-901688,CUST-10533,apparel,40.38,2026-04-08,1,0
RET-901863,CUST-13988,accessories,26.51,2026-05-06,1,0
RET-901637,CUST-11900,accessories,59.33,2026-05-11,1,0
RET-900940,CUST-10400,footwear,123.56,2026-04-28,1,0
RET-900773,CUST-12888,accessories,10.18,2026-05-03,1,0
RET-900505,CUST-12332,footwear,72.25,2026-04-16,1,0
RET-901335,CUST-10088,accessories,55.05,2026-05-08,1,0
RET-902429,CUST-12913,apparel,2.06,2026-04-08,1,0
RET-902609,CUST-12674,footwear,429.59,2026-05-07,1,0
RET-900729,CUST-13064,footwear,82.91,2026-05-02,1,0
RET-900176,CUST-13218,apparel,38.63,2026-04-16,1,0
RET-900608,CUST-11409,footwear,42.18,2026-04-08,1,0
RET-902369,CUST-10944,apparel,51.89,2026-05-11,1,0
RET-901716,CUST-13931,footwear,13.24,2026-04-24,1,0
RET-901801,CUST-13806,apparel,75.67,2026-05-08,1,0
RET-901185,CUST-11699,apparel,42.79,2026-04-02,1,0
RET-901003,CUST-12697,accessories,26.9,2026-05-03,1,0
RET-901300,CUST-11082,footwear,59.68,2026-05-06,1,0
RET-901025,CUST-11503,apparel,126.03,2026-04-20,1,0
RET-900765,CUST-10525,footwear,34.0,2026-04-08,1,0
RET-901454,CUST-12969,footwear,98.77,2026-05-08,1,0
RET-902419,CUST-10712,apparel,82.34,2026-04-19,1,0
RET-901987,CUST-11580,accessories,31.61,2026-04-28,1,0
RET-900039,CUST-11010,footwear,37.01,2026-04-17,1,0
RET-900030,CUST-12603,footwear,11.1,2026-04-19,1,0
RET-902365,CUST-10062,accessories,73.39,2026-04-15,1,0
RET-901572,CUST-10970,accessories,67.28,2026-04-22,1,0
RET-902095,CUST-10077,accessories,122.4,2026-04-07,1,0
RET-901653,CUST-11435,footwear,69.67,2026-04-19,1,0
RET-902285,CUST-11328,apparel,20.51,2026-04-18,1,0
RET-900731,CUST-11537,footwear,38.19,2026-04-25,1,0
RET-901881,CUST-13274,footwear,22.6,2026-04-22,1,0
RET-900401,CUST-12564,footwear,31.94,2026-04-19,1,0
RET-902016,CUST-11396,accessories,175.51,2026-04-10,1,0
RET-900108,CUST-13854,footwear,26.5,2026-05-03,1,0
RET-900911,CUST-10723,accessories,66.5,2026-04-15,1,0
RET-902180,CUST-10390,footwear,73.44,2026-04-16,1,0
RET-902309,CUST-12485,apparel,28.53,2026-05-06,1,0
RET-901877,CUST-12477,apparel,26.57,2026-05-08,1,0
RET-900387,CUST-13189,footwear,23.0,2026-05-04,1,0
RET-901239,CUST-13979,accessories,49.98,2026-04-11,1,0
RET-902200,CUST-13888,footwear,26.65,2026-04-23,1,0
RET-901621,CUST-11339,accessories,167.71,2026-04-07,1,0
RET-902568,CUST-13981,footwear,35.95,2026-04-27,1,0
RET-900376,CUST-11059,footwear,166.06,2026-04-22,1,0
RET-902466,CUST-12030,apparel,31.4,2026-04-12,1,0
RET-900313,CUST-12908,accessories,37.75,2026-04-27,1,0
RET-900248,CUST-13652,accessories,42.4,2026-04-13,1,0
RET-901442,CUST-13055,apparel,91.19,2026-05-09,1,0
RET-902588,CUST-13881,footwear,107.16,2026-05-03,1,0
RET-900239,CUST-10294,apparel,42.61,2026-04-30,1,0
RET-901669,CUST-13037,accessories,71.84,2026-04-19,1,0
RET-900043,CUST-12605,apparel,52.75,2026-04-11,1,0
RET-900730,CUST-12595,accessories,33.82,2026-05-03,1,0
RET-902238,CUST-12696,apparel,101.48,2026-04-04,1,0
RET-900455,CUST-13742,accessories,25.47,2026-04-11,1,0
RET-901171,CUST-10642,accessories,114.88,2026-05-08,1,0
RET-901712,CUST-11168,apparel,94.86,2026-04-18,1,0
RET-901494,CUST-12430,footwear,79.5,2026-04-08,1,0
RET-902503,CUST-11407,footwear,39.42,2026-04-13,1,0
RET-901734,CUST-12546,apparel,20.57,2026-05-12,1,0
RET-901205,CUST-11122,footwear,113.24,2026-04-06,1,0
RET-900114,CUST-11114,footwear,111.31,2026-04-24,1,0
RET-902145,CUST-13218,footwear,48.07,2026-05-03,1,0
RET-901718,CUST-11623,apparel,13.74,2026-04-28,1,0
RET-901596,CUST-13383,apparel,19.93,2026-04-28,1,0
RET-901338,CUST-10244,footwear,161.36,2026-04-18,1,0
RET-902464,CUST-13108,footwear,237.0,2026-04-07,1,0
RET-902389,CUST-12243,apparel,57.31,2026-05-12,1,0
RET-902513,CUST-11795,apparel,94.85,2026-05-01,1,0
RET-900169,CUST-12390,apparel,47.52,2026-04-26,1,0
RET-900748,CUST-11652,apparel,38.32,2026-04-02,1,0
RET-902556,CUST-12243,apparel,66.75,2026-04-04,1,0
RET-901161,CUST-10487,accessories,34.93,2026-05-04,1,0
RET-900522,CUST-13529,footwear,41.66,2026-04-15,1,0
RET-901176,CUST-12588,apparel,38.53,2026-04-25,1,0
RET-900712,CUST-13419,accessories,96.1,2026-04-20,1,0
RET-900916,CUST-11308,footwear,49.05,2026-04-12,1,0
RET-900803,CUST-10313,footwear,58.81,2026-04-03,1,0
RET-900524,CUST-12366,accessories,37.06,2026-04-14,1,0
RET-901617,CUST-10071,apparel,39.54,2026-04-07,1,0
RET-900721,CUST-11024,accessories,57.38,2026-04-17,1,0
RET-900976,CUST-11058,apparel,10.9,2026-04-04,1,0
RET-900745,CUST-13027,accessories,65.9,2026-04-22,1,0
RET-901635,CUST-10942,accessories,26.27,2026-04-03,1,0
RET-900470,CUST-12810,apparel,37.46,2026-04-03,1,0
RET-900337,CUST-12912,apparel,57.97,2026-04-27,1,0
RET-900566,CUST-11434,accessories,45.01,2026-05-02,1,0
RET-902267,CUST-11841,footwear,31.02,2026-04-07,1,0
RET-902462,CUST-12774,footwear,38.21,2026-04-04,1,0
RET-902045,CUST-11285,footwear,33.57,2026-04-15,1,0
RET-901820,CUST-11484,apparel,48.92,2026-04-05,1,0
RET-900625,CUST-12892,accessories,35.53,2026-04-29,1,0
RET-902138,CUST-13658,apparel,145.25,2026-05-08,1,0
RET-900052,CUST-13946,apparel,154.07,2026-04-07,1,0
RET-901878,CUST-10299,footwear,50.56,2026-04-03,1,0
RET-902548,CUST-13597,footwear,112.4,2026-04-08,1,0
RET-900195,CUST-13526,apparel,143.87,2026-04-25,1,0
RET-900644,CUST-12492,footwear,30.5,2026-04-10,1,0
RET-900065,CUST-11651,footwear,55.1,2026-05-08,1,0
RET-901130,CUST-11777,footwear,72.71,2026-04-10,1,0
RET-900423,CUST-13012,apparel,149.42,2026-04-05,1,0
RET-900398,CUST-12261,accessories,27.62,2026-04-01,1,0
RET-900783,CUST-13778,apparel,16.82,2026-04-13,1,0
RET-901556,CUST-12035,apparel,86.14,2026-04-04,1,0
RET-900283,CUST-12529,footwear,67.74,2026-05-04,1,0
RET-901577,CUST-13795,apparel,28.64,2026-05-06,1,0
RET-901114,CUST-11818,apparel,47.6,2026-04-30,1,0
RET-901139,CUST-12434,apparel,72.84,2026-05-12,1,0
RET-901062,CUST-12410,accessories,9.69,2026-04-01,1,0
RET-902057,CUST-11419,footwear,67.29,2026-04-08,1,0
RET-902376,CUST-10184,accessories,13.87,2026-04-29,1,0
RET-900903,CUST-13771,accessories,18.86,2026-04-26,1,0
RET-901089,CUST-11724,apparel,119.64,2026-04-24,1,0
RET-902001,CUST-13765,accessories,48.59,2026-05-01,1,0
RET-902569,CUST-13993,apparel,53.23,2026-05-09,1,0
RET-901636,CUST-13413,footwear,99.23,2026-04-23,1,0
RET-901517,CUST-10515,footwear,68.78,2026-04-04,1,0
RET-900552,CUST-12187,apparel,36.46,2026-05-07,1,0
RET-900828,CUST-10044,footwear,72.41,2026-04-28,1,0
RET-900197,CUST-11802,apparel,19.18,2026-05-01,1,0
RET-902041,CUST-12856,accessories,27.62,2026-05-10,1,0
RET-901148,CUST-13058,apparel,123.76,2026-05-10,1,0
RET-901674,CUST-10083,apparel,72.33,2026-04-23,1,0
RET-901159,CUST-13022,accessories,30.58,2026-05-07,1,0
RET-902046,CUST-11305,accessories,157.59,2026-04-16,1,0
RET-901026,CUST-13014,footwear,95.16,2026-04-21,1,0
RET-902411,CUST-13356,footwear,46.5,2026-04-25,1,0
RET-900602,CUST-11017,apparel,38.36,2026-04-06,1,0
RET-900386,CUST-13465,accessories,88.61,2026-04-06,1,0
RET-901866,CUST-13796,apparel,21.18,2026-04-25,1,0
RET-902614,CUST-11072,apparel,200.0,2026-05-11,1,0
RET-902014,CUST-13136,footwear,63.77,2026-04-03,1,0
RET-900804,CUST-12717,accessories,40.43,2026-04-01,1,0
RET-900952,CUST-10639,apparel,172.32,2026-04-30,1,0
RET-900492,CUST-13075,footwear,64.13,2026-04-16,1,0
RET-900696,CUST-12743,accessories,89.23,2026-05-08,1,0
RET-901670,CUST-11981,footwear,57.03,2026-04-06,1,0
RET-902589,CUST-13720,accessories,65.32,2026-04-21,1,0
RET-900165,CUST-11494,accessories,23.13,2026-04-30,1,0
RET-902413,CUST-10364,footwear,116.58,2026-04-01,1,0
RET-901123,CUST-13316,footwear,88.4,2026-04-25,1,0
RET-900484,CUST-13262,accessories,114.58,2026-04-18,1,0
RET-902645,CUST-13929,footwear,462.61,2026-05-03,1,0
RET-900154,CUST-13463,footwear,99.48,2026-05-07,1,0
RET-902154,CUST-12729,footwear,25.92,2026-04-27,1,0
RET-900591,CUST-12053,footwear,48.38,2026-04-05,1,0
RET-901848,CUST-12172,apparel,35.94,2026-04-26,1,0
RET-902536,CUST-10430,accessories,62.34,2026-04-15,1,0
RET-901027,CUST-10282,accessories,14.65,2026-04-22,1,0
RET-902228,CUST-12496,accessories,71.62,2026-04-09,1,0
RET-902136,CUST-11256,footwear,34.22,2026-04-10,1,0
RET-901252,CUST-12826,apparel,77.78,2026-04-02,1,0
RET-900066,CUST-11487,footwear,103.95,2026-04-04,1,0
RET-900118,CUST-12390,accessories,131.75,2026-04-09,1,0
RET-900002,CUST-12936,apparel,74.61,2026-04-21,1,0
RET-902140,CUST-12450,apparel,40.85,2026-04-22,1,0
RET-902042,CUST-13656,apparel,90.47,2026-04-03,1,0
RET-902571,CUST-11287,accessories,88.95,2026-04-20,1,0
RET-900411,CUST-11338,apparel,77.41,2026-04-22,1,0
RET-902710,CUST-10457,apparel,404.22,2026-05-11,1,0
RET-902497,CUST-13237,accessories,84.41,2026-04-12,1,0
RET-900837,CUST-12959,footwear,38.07,2026-05-11,1,0
RET-900249,CUST-11717,accessories,63.91,2026-04-08,1,0
RET-901485,CUST-13136,footwear,67.39,2026-04-21,1,0
RET-902642,CUST-13929,apparel,307.24,2026-05-04,1,0
RET-900532,CUST-12596,accessories,95.94,2026-04-15,1,0
RET-902615,CUST-10204,apparel,380.43,2026-05-06,1,0
RET-900271,CUST-11841,accessories,267.36,2026-04-21,1,0
RET-900343,CUST-12088,footwear,56.55,2026-05-02,1,0
RET-900277,CUST-13397,footwear,11.34,2026-05-10,1,0
RET-900465,CUST-11492,apparel,38.98,2026-05-10,1,0
RET-900573,CUST-10505,footwear,50.11,2026-04-28,1,0
RET-900279,CUST-12040,apparel,28.45,2026-04-14,1,0
RET-900367,CUST-11921,accessories,27.16,2026-04-20,1,0
RET-900022,CUST-12346,apparel,112.59,2026-04-09,1,0
RET-900759,CUST-13376,footwear,69.23,2026-04-18,1,0
RET-902712,CUST-12177,footwear,355.34,2026-04-24,1,0
RET-900835,CUST-10233,apparel,22.74,2026-05-12,1,0
RET-900085,CUST-11129,apparel,1.99,2026-04-13,1,0
RET-900844,CUST-13145,apparel,186.46,2026-05-07,1,0
RET-902688,CUST-13902,apparel,180.86,2026-04-22,1,0
RET-902359,CUST-12512,apparel,81.14,2026-05-12,1,0
RET-901268,CUST-12009,apparel,121.57,2026-04-01,1,0
RET-901015,CUST-12451,accessories,11.68,2026-05-10,1,0
RET-902610,CUST-11072,apparel,263.97,2026-05-06,1,0
RET-901781,CUST-13235,accessories,41.49,2026-04-05,1,0
RET-902037,CUST-11930,footwear,71.21,2026-05-07,1,0
RET-901605,CUST-10410,accessories,23.55,2026-05-09,1,0
RET-900352,CUST-11760,footwear,197.5,2026-04-07,1,0
RET-902182,CUST-10585,accessories,66.99,2026-04-09,1,0
RET-901677,CUST-10484,apparel,89.14,2026-04-10,1,0
RET-900007,CUST-12395,accessories,23.06,2026-05-02,1,0
RET-901255,CUST-13183,apparel,18.45,2026-05-11,1,0
RET-902543,CUST-12384,apparel,68.11,2026-05-04,1,0
RET-901283,CUST-11611,footwear,131.88,2026-04-27,1,0
RET-902132,CUST-12773,apparel,98.54,2026-04-14,1,0
RET-902397,CUST-11245,apparel,44.01,2026-05-10,1,0
RET-902480,CUST-13075,accessories,99.68,2026-05-07,1,0
RET-900235,CUST-10375,footwear,261.74,2026-04-28,1,0
RET-901357,CUST-12208,apparel,50.34,2026-05-05,1,0
RET-902593,CUST-10006,footwear,76.42,2026-04-19,1,0
RET-902206,CUST-12198,apparel,183.87,2026-04-22,1,0
RET-900949,CUST-13669,apparel,57.53,2026-04-16,1,0
RET-902190,CUST-10648,accessories,136.19,2026-05-04,1,0
RET-901699,CUST-10341,apparel,17.33,2026-04-12,1,0
RET-900538,CUST-11203,footwear,104.63,2026-04-29,1,0
RET-901068,CUST-10569,apparel,76.56,2026-04-14,1,0
RET-902254,CUST-11109,accessories,79.27,2026-04-27,1,0
RET-901859,CUST-11859,footwear,30.39,2026-04-08,1,0
RET-901611,CUST-10245,apparel,110.83,2026-05-10,1,0
RET-902469,CUST-12117,accessories,83.56,2026-04-10,1,0
RET-900763,CUST-13690,apparel,138.04,2026-04-16,1,0
RET-901108,CUST-12474,apparel,68.11,2026-05-09,1,0
RET-901752,CUST-10145,footwear,35.91,2026-04-19,1,0
RET-900871,CUST-11333,apparel,38.4,2026-05-06,1,0
RET-901735,CUST-11208,apparel,59.93,2026-04-12,1,0
RET-902572,CUST-13311,apparel,106.15,2026-04-24,1,0
RET-900975,CUST-11594,footwear,166.85,2026-04-14,1,0
RET-900888,CUST-11978,accessories,118.23,2026-04-02,1,0
RET-901725,CUST-11163,footwear,60.23,2026-04-19,1,0
RET-901882,CUST-13109,accessories,59.78,2026-05-04,1,0
RET-901152,CUST-13738,footwear,40.63,2026-05-07,1,0
RET-902644,CUST-13929,apparel,505.42,2026-04-21,1,0
RET-901603,CUST-10962,accessories,52.56,2026-04-08,1,0
RET-900632,CUST-10657,apparel,38.66,2026-04-16,1,0
RET-902625,CUST-12775,accessories,472.12,2026-04-08,1,0
RET-902035,CUST-13499,footwear,164.5,2026-04-04,1,0
RET-901654,CUST-13773,accessories,82.54,2026-04-29,1,0
RET-900885,CUST-11763,footwear,86.76,2026-04-14,1,0
RET-901098,CUST-12932,accessories,8.63,2026-04-05,1,0
RET-900141,CUST-13493,accessories,77.94,2026-05-08,1,0
RET-900815,CUST-11402,apparel,22.25,2026-04-10,1,0
RET-901090,CUST-10889,footwear,32.25,2026-05-12,1,0
RET-900081,CUST-10875,accessories,37.56,2026-04-17,1,0
RET-900155,CUST-12369,apparel,31.79,2026-05-01,1,0
RET-901040,CUST-13300,footwear,32.11,2026-04-18,1,0
RET-901780,CUST-11500,apparel,37.63,2026-04-04,1,0
RET-902649,CUST-10735,accessories,182.82,2026-04-28,1,0
RET-902505,CUST-10321,apparel,130.01,2026-04-30,1,0
RET-901873,CUST-10468,accessories,80.54,2026-04-15,1,0
RET-902205,CUST-12144,footwear,39.56,2026-04-16,1,0
RET-900183,CUST-11742,accessories,91.7,2026-05-04,1,0
RET-900610,CUST-13358,footwear,138.15,2026-04-22,1,0
RET-900617,CUST-11781,accessories,143.76,2026-05-02,1,0
RET-900880,CUST-13281,footwear,15.42,2026-04-13,1,0
RET-902004,CUST-11521,footwear,86.55,2026-05-08,1,0
RET-902423,CUST-11673,apparel,26.11,2026-04-20,1,0
RET-900318,CUST-11293,apparel,33.38,2026-04-04,1,0
RET-901381,CUST-11078,footwear,73.23,2026-04-27,1,0
RET-900160,CUST-10521,accessories,58.4,2026-04-13,1,0
RET-901343,CUST-11693,footwear,94.33,2026-05-06,1,0
RET-900361,CUST-11728,apparel,70.11,2026-04-24,1,0
RET-901075,CUST-13605,footwear,62.43,2026-04-28,1,0
RET-901557,CUST-13877,accessories,71.79,2026-04-30,1,0
RET-900094,CUST-13520,apparel,113.95,2026-04-28,1,0
RET-902447,CUST-11754,footwear,66.21,2026-04-02,1,0
RET-902661,CUST-12275,footwear,352.66,2026-04-27,1,0
RET-900333,CUST-11339,apparel,119.92,2026-04-20,1,0
RET-902358,CUST-12185,apparel,137.24,2026-05-06,1,0
RET-900458,CUST-10965,footwear,92.24,2026-04-12,1,0
RET-901896,CUST-11369,apparel,77.92,2026-05-01,1,0
RET-902284,CUST-10289,accessories,62.6,2026-04-08,1,0
RET-901610,CUST-13738,accessories,13.56,2026-04-20,1,0
RET-900508,CUST-11880,accessories,38.07,2026-04-06,1,0
RET-902008,CUST-12399,accessories,102.61,2026-05-06,1,0
RET-900447,CUST-11773,footwear,42.3,2026-04-10,1,0
RET-900446,CUST-13227,accessories,4.9,2026-04-27,1,0
RET-900974,CUST-10393,footwear,9.04,2026-04-02,1,0
RET-900778,CUST-10377,footwear,101.47,2026-04-08,1,0
RET-901044,CUST-10545,footwear,57.65,2026-04-17,1,0
RET-902325,CUST-13715,footwear,30.74,2026-05-10,1,0
RET-902442,CUST-11865,accessories,8.65,2026-04-14,1,0
RET-900346,CUST-11188,accessories,111.29,2026-05-08,1,0
RET-901773,CUST-11846,footwear,69.41,2026-04-25,1,0
RET-902657,CUST-13272,accessories,501.49,2026-04-14,1,0
RET-900339,CUST-11018,accessories,28.34,2026-04-14,1,0
RET-901660,CUST-10242,footwear,57.96,2026-04-12,1,0
RET-901088,CUST-13739,accessories,23.95,2026-04-04,1,0
RET-901018,CUST-11507,apparel,48.16,2026-04-19,1,0
RET-900973,CUST-10509,footwear,69.55,2026-04-22,1,0
RET-901038,CUST-12336,accessories,80.66,2026-04-12,1,0
RET-902451,CUST-12579,apparel,45.35,2026-04-17,1,0
RET-900550,CUST-11192,apparel,72.66,2026-05-12,1,0
RET-902726,CUST-10268,accessories,555.08,2026-04-14,1,0
RET-901984,CUST-10332,footwear,52.17,2026-04-13,1,0
RET-901431,CUST-11411,apparel,24.07,2026-04-25,1,0
RET-900483,CUST-11434,accessories,26.27,2026-04-14,1,0
RET-900887,CUST-11988,apparel,207.08,2026-04-06,1,0
RET-900400,CUST-12787,apparel,39.66,2026-04-21,1,0
RET-900262,CUST-12585,apparel,70.08,2026-05-10,1,0
RET-901696,CUST-12344,apparel,54.1,2026-04-04,1,0
RET-901470,CUST-13288,accessories,22.0,2026-04-24,1,0
RET-900991,CUST-13117,apparel,141.64,2026-04-25,1,0
RET-901462,CUST-10252,footwear,32.45,2026-04-10,1,0
RET-900820,CUST-11516,footwear,74.93,2026-04-11,1,0
RET-901968,CUST-10989,accessories,100.55,2026-04-04,1,0
RET-902546,CUST-12278,accessories,51.05,2026-04-23,1,0
RET-900943,CUST-12115,footwear,53.82,2026-04-07,1,0
RET-900450,CUST-13827,footwear,52.35,2026-04-21,1,0
RET-902130,CUST-11749,apparel,61.19,2026-04-30,1,0
RET-902421,CUST-10856,accessories,64.67,2026-04-12,1,0
RET-901956,CUST-13023,footwear,50.02,2026-04-13,1,0
RET-900393,CUST-12967,apparel,21.7,2026-04-20,1,0
RET-902633,CUST-13546,apparel,169.99,2026-05-04,1,0
RET-902553,CUST-11750,apparel,45.72,2026-04-27,1,0
RET-900675,CUST-12370,accessories,157.41,2026-04-08,1,0
RET-900823,CUST-11085,apparel,142.87,2026-04-03,1,0
RET-902713,CUST-12177,footwear,464.98,2026-05-06,1,0
RET-901398,CUST-12919,footwear,46.69,2026-05-10,1,0
RET-900301,CUST-12448,apparel,134.7,2026-04-15,1,0
RET-901150,CUST-11724,apparel,105.72,2026-05-01,1,0
RET-901435,CUST-11780,apparel,152.67,2026-04-18,1,0
RET-902010,CUST-10031,footwear,82.88,2026-04-09,1,0
RET-900479,CUST-11992,apparel,17.15,2026-04-06,1,0
RET-901325,CUST-11544,apparel,16.29,2026-05-02,1,0
RET-900560,CUST-12809,apparel,111.52,2026-04-23,1,0
RET-902049,CUST-13118,accessories,53.46,2026-05-02,1,0
RET-901451,CUST-13091,apparel,48.79,2026-05-08,1,0
RET-902184,CUST-10838,accessories,57.31,2026-04-17,1,0
RET-900772,CUST-12083,footwear,70.2,2026-04-18,1,0
RET-901685,CUST-10089,accessories,129.39,2026-04-18,1,0
RET-901836,CUST-12659,footwear,19.75,2026-04-15,1,0
RET-902191,CUST-13073,footwear,5.19,2026-05-11,1,0
RET-901709,CUST-12514,apparel,83.09,2026-05-03,1,0
RET-900841,CUST-12224,footwear,21.53,2026-05-12,1,0
RET-902449,CUST-10679,accessories,23.96,2026-04-25,1,0
RET-901209,CUST-11858,apparel,11.04,2026-05-02,1,0
RET-901656,CUST-11140,footwear,127.24,2026-04-10,1,0
RET-902681,CUST-11697,apparel,162.48,2026-04-16,1,0
RET-902278,CUST-10530,footwear,52.9,2026-05-11,1,0
RET-902024,CUST-10132,footwear,56.35,2026-05-02,1,0
RET-900040,CUST-13864,footwear,33.66,2026-05-04,1,0
RET-901861,CUST-11985,accessories,40.12,2026-05-09,1,0
RET-901892,CUST-11898,footwear,10.12,2026-05-02,1,0
RET-902038,CUST-10414,footwear,107.8,2026-04-03,1,0
RET-900662,CUST-13570,footwear,40.64,2026-05-10,1,0
RET-901014,CUST-13079,apparel,24.1,2026-04-30,1,0
RET-902676,CUST-11206,footwear,607.18,2026-04-10,1,0
