date,store_id,region,sku_id,sku_category,units_demand,units_sold,units_on_hand_eod,stockout_flag,replenishment_lead_time_days,demand_variance_tier
2025-11-05,S09,South,SKU-2004,Apparel-Basics,16,16,116,0,6,high
2025-11-06,S09,South,SKU-2004,Apparel-Basics,7,7,109,0,6,high
2025-11-07,S09,South,SKU-2004,Apparel-Basics,11,11,98,0,6,high
2025-11-08,S09,South,SKU-2004,Apparel-Basics,15,15,83,0,6,high
2025-11-09,S09,South,SKU-2004,Apparel-Basics,8,8,75,0,6,high
2025-11-10,S09,South,SKU-2004,Apparel-Basics,6,6,69,0,6,high
2025-11-11,S09,South,SKU-2004,Apparel-Basics,18,18,51,0,6,high
2025-11-12,S09,South,SKU-2004,Apparel-Basics,8,8,43,0,6,high
2025-11-13,S09,South,SKU-2004,Apparel-Basics,3,3,40,0,6,high
2025-11-14,S09,South,SKU-2004,Apparel-Basics,11,11,29,0,6,high
2025-11-15,S09,South,SKU-2004,Apparel-Basics,17,17,12,0,6,high
2025-11-16,S09,South,SKU-2004,Apparel-Basics,0,0,12,0,6,high
2025-11-17,S09,South,SKU-2004,Apparel-Basics,11,11,1,0,6,high
2025-11-18,S09,South,SKU-2004,Apparel-Basics,17,17,116,0,6,high
2025-11-19,S09,South,SKU-2004,Apparel-Basics,14,14,102,0,6,high
2025-11-20,S09,South,SKU-2004,Apparel-Basics,27,27,75,0,6,high
2025-11-21,S09,South,SKU-2004,Apparel-Basics,20,20,55,0,6,high
2025-11-22,S09,South,SKU-2004,Apparel-Basics,30,30,25,0,6,high
2025-11-23,S09,South,SKU-2004,Apparel-Basics,43,25,0,1,6,high
2025-11-24,S09,South,SKU-2004,Apparel-Basics,16,0,0,1,6,high
2025-11-25,S09,South,SKU-2004,Apparel-Basics,12,0,0,1,6,high
2025-11-26,S09,South,SKU-2004,Apparel-Basics,18,0,0,1,6,high
2025-11-27,S09,South,SKU-2004,Apparel-Basics,7,0,0,1,6,high
2025-11-28,S09,South,SKU-2004,Apparel-Basics,12,12,120,0,6,high
2025-11-29,S09,South,SKU-2004,Apparel-Basics,9,9,111,0,6,high
2025-11-30,S09,South,SKU-2004,Apparel-Basics,19,19,92,0,6,high
2025-12-01,S09,South,SKU-2004,Apparel-Basics,8,8,84,0,6,high
2025-12-02,S09,South,SKU-2004,Apparel-Basics,8,8,76,0,6,high
2025-12-03,S09,South,SKU-2004,Apparel-Basics,18,18,58,0,6,high
2025-12-04,S09,South,SKU-2004,Apparel-Basics,13,13,45,0,6,high
2025-12-05,S09,South,SKU-2004,Apparel-Basics,0,0,45,0,6,high
2025-12-06,S09,South,SKU-2004,Apparel-Basics,1,1,44,0,6,high
2025-12-07,S09,South,SKU-2004,Apparel-Basics,5,5,39,0,6,high
2025-12-08,S09,South,SKU-2004,Apparel-Basics,6,6,33,0,6,high
2025-12-09,S09,South,SKU-2004,Apparel-Basics,18,18,15,0,6,high
2025-12-10,S09,South,SKU-2004,Apparel-Basics,16,15,0,1,6,high
2025-12-11,S09,South,SKU-2004,Apparel-Basics,24,0,0,1,6,high
2025-12-12,S09,South,SKU-2004,Apparel-Basics,21,0,0,1,6,high
2025-12-13,S09,South,SKU-2004,Apparel-Basics,34,34,98,0,6,high
2025-12-14,S09,South,SKU-2004,Apparel-Basics,28,28,70,0,6,high
2025-12-15,S09,South,SKU-2004,Apparel-Basics,16,16,54,0,6,high
2025-12-16,S09,South,SKU-2004,Apparel-Basics,25,25,29,0,6,high
2025-12-17,S09,South,SKU-2004,Apparel-Basics,23,23,6,0,6,high
2025-12-18,S09,South,SKU-2004,Apparel-Basics,18,6,0,1,6,high
2025-12-19,S09,South,SKU-2004,Apparel-Basics,26,0,0,1,6,high
2025-12-20,S09,South,SKU-2004,Apparel-Basics,0,0,0,0,6,high
2025-12-21,S09,South,SKU-2004,Apparel-Basics,16,0,0,1,6,high
2025-12-22,S09,South,SKU-2004,Apparel-Basics,11,11,121,0,6,high
2025-12-23,S09,South,SKU-2004,Apparel-Basics,25,25,96,0,6,high
2025-12-24,S09,South,SKU-2004,Apparel-Basics,29,29,67,0,6,high
2025-12-25,S09,South,SKU-2004,Apparel-Basics,1,1,66,0,6,high
2025-12-26,S09,South,SKU-2004,Apparel-Basics,27,27,39,0,6,high
2025-12-27,S09,South,SKU-2004,Apparel-Basics,5,5,34,0,6,high
2025-12-28,S09,South,SKU-2004,Apparel-Basics,5,5,29,0,6,high
2025-12-29,S09,South,SKU-2004,Apparel-Basics,12,12,17,0,6,high
2025-10-01,S10,South,SKU-1001,Footwear-Running,11,11,109,0,5,medium
2025-10-02,S10,South,SKU-1001,Footwear-Running,5,5,104,0,5,medium
2025-10-03,S10,South,SKU-1001,Footwear-Running,15,15,89,0,5,medium
2025-10-04,S10,South,SKU-1001,Footwear-Running,21,21,68,0,5,medium
2025-10-05,S10,South,SKU-1001,Footwear-Running,23,23,45,0,5,medium
2025-10-06,S10,South,SKU-1001,Footwear-Running,10,10,35,0,5,medium
2025-10-07,S10,South,SKU-1001,Footwear-Running,12,12,23,0,5,medium
2025-10-08,S10,South,SKU-1001,Footwear-Running,12,12,11,0,5,medium
2025-10-09,S10,South,SKU-1001,Footwear-Running,19,11,0,1,5,medium
2025-10-10,S10,South,SKU-1001,Footwear-Running,0,0,144,0,5,medium
2025-10-11,S10,South,SKU-1001,Footwear-Running,11,11,133,0,5,medium
2025-10-12,S10,South,SKU-1001,Footwear-Running,17,17,116,0,5,medium
2025-10-13,S10,South,SKU-1001,Footwear-Running,7,7,109,0,5,medium
2025-10-14,S10,South,SKU-1001,Footwear-Running,11,11,98,0,5,medium
2025-10-15,S10,South,SKU-1001,Footwear-Running,11,11,87,0,5,medium
2025-10-16,S10,South,SKU-1001,Footwear-Running,9,9,78,0,5,medium
2025-10-17,S10,South,SKU-1001,Footwear-Running,12,12,66,0,5,medium
2025-10-18,S10,South,SKU-1001,Footwear-Running,20,20,46,0,5,medium
2025-10-19,S10,South,SKU-1001,Footwear-Running,15,15,31,0,5,medium
2025-10-20,S10,South,SKU-1001,Footwear-Running,10,10,21,0,5,medium
2025-10-21,S10,South,SKU-1001,Footwear-Running,11,11,10,0,5,medium
2025-10-22,S10,South,SKU-1001,Footwear-Running,12,10,0,1,5,medium
2025-10-23,S10,South,SKU-1001,Footwear-Running,5,5,139,0,5,medium
2025-10-24,S10,South,SKU-1001,Footwear-Running,14,14,125,0,5,medium
2025-10-25,S10,South,SKU-1001,Footwear-Running,14,14,111,0,5,medium
2025-10-26,S10,South,SKU-1001,Footwear-Running,24,24,87,0,5,medium
2025-10-27,S10,South,SKU-1001,Footwear-Running,14,14,73,0,5,medium
2025-10-28,S10,South,SKU-1001,Footwear-Running,17,17,56,0,5,medium
2025-10-29,S10,South,SKU-1001,Footwear-Running,8,8,48,0,5,medium
2025-10-30,S10,South,SKU-1001,Footwear-Running,10,10,38,0,5,medium
2025-10-31,S10,South,SKU-1001,Footwear-Running,7,7,31,0,5,medium
2025-11-01,S10,South,SKU-1001,Footwear-Running,13,13,18,0,5,medium
2025-11-02,S10,South,SKU-1001,Footwear-Running,24,18,0,1,5,medium
2025-11-03,S10,South,SKU-1001,Footwear-Running,18,0,0,1,5,medium
2025-11-04,S10,South,SKU-1001,Footwear-Running,7,7,137,0,5,medium
2025-11-05,S10,South,SKU-1001,Footwear-Running,10,10,127,0,5,medium
2025-11-06,S10,South,SKU-1001,Footwear-Running,12,12,115,0,5,medium
2025-11-07,S10,South,SKU-1001,Footwear-Running,14,14,101,0,5,medium
2025-11-08,S10,South,SKU-1001,Footwear-Running,6,6,95,0,5,medium
2025-11-09,S10,South,SKU-1001,Footwear-Running,7,7,88,0,5,medium
2025-11-10,S10,South,SKU-1001,Footwear-Running,14,14,74,0,5,medium
2025-11-11,S10,South,SKU-1001,Footwear-Running,4,4,70,0,5,medium
2025-11-12,S10,South,SKU-1001,Footwear-Running,10,10,60,0,5,medium
2025-11-13,S10,South,SKU-1001,Footwear-Running,13,13,47,0,5,medium
2025-11-14,S10,South,SKU-1001,Footwear-Running,14,14,33,0,5,medium
2025-11-15,S10,South,SKU-1001,Footwear-Running,16,16,17,0,5,medium
2025-11-16,S10,South,SKU-1001,Footwear-Running,15,15,2,0,5,medium
2025-11-17,S10,South,SKU-1001,Footwear-Running,16,2,0,1,5,medium
2025-11-18,S10,South,SKU-1001,Footwear-Running,13,13,131,0,5,medium
2025-11-19,S10,South,SKU-1001,Footwear-Running,9,9,122,0,5,medium
2025-11-20,S10,South,SKU-1001,Footwear-Running,12,12,110,0,5,medium
2025-11-21,S10,South,SKU-1001,Footwear-Running,14,14,96,0,5,medium
2025-11-22,S10,South,SKU-1001,Footwear-Running,27,27,69,0,5,medium
2025-11-23,S10,South,SKU-1001,Footwear-Running,21,21,48,0,5,medium
2025-11-24,S10,South,SKU-1001,Footwear-Running,17,17,31,0,5,medium
2025-11-25,S10,South,SKU-1001,Footwear-Running,9,9,22,0,5,medium
2025-11-26,S10,South,SKU-1001,Footwear-Running,10,10,12,0,5,medium
2025-11-27,S10,South,SKU-1001,Footwear-Running,11,11,1,0,5,medium
2025-11-28,S10,South,SKU-1001,Footwear-Running,11,1,0,1,5,medium
2025-11-29,S10,South,SKU-1001,Footwear-Running,11,11,133,0,5,medium
2025-11-30,S10,South,SKU-1001,Footwear-Running,24,24,109,0,5,medium
2025-12-01,S10,South,SKU-1001,Footwear-Running,20,20,89,0,5,medium
2025-12-02,S10,South,SKU-1001,Footwear-Running,14,14,75,0,5,medium
2025-12-03,S10,South,SKU-1001,Footwear-Running,19,19,56,0,5,medium
2025-12-04,S10,South,SKU-1001,Footwear-Running,17,17,39,0,5,medium
2025-12-05,S10,South,SKU-1001,Footwear-Running,20,20,19,0,5,medium
2025-12-06,S10,South,SKU-1001,Footwear-Running,12,12,7,0,5,medium
2025-12-07,S10,South,SKU-1001,Footwear-Running,21,7,0,1,5,medium
2025-12-08,S10,South,SKU-1001,Footwear-Running,15,0,0,1,5,medium
2025-12-09,S10,South,SKU-1001,Footwear-Running,19,19,125,0,5,medium
2025-12-10,S10,South,SKU-1001,Footwear-Running,12,12,113,0,5,medium
2025-12-11,S10,South,SKU-1001,Footwear-Running,2,2,111,0,5,medium
2025-12-12,S10,South,SKU-1001,Footwear-Running,10,10,101,0,5,medium
2025-12-13,S10,South,SKU-1001,Footwear-Running,21,21,80,0,5,medium
2025-12-14,S10,South,SKU-1001,Footwear-Running,22,22,58,0,5,medium
2025-12-15,S10,South,SKU-1001,Footwear-Running,25,25,33,0,5,medium
2025-12-16,S10,South,SKU-1001,Footwear-Running,19,19,14,0,5,medium
2025-12-17,S10,South,SKU-1001,Footwear-Running,16,14,0,1,5,medium
2025-12-18,S10,South,SKU-1001,Footwear-Running,15,0,0,1,5,medium
2025-12-19,S10,South,SKU-1001,Footwear-Running,22,0,0,1,5,medium
2025-12-20,S10,South,SKU-1001,Footwear-Running,17,17,127,0,5,medium
2025-12-21,S10,South,SKU-1001,Footwear-Running,21,21,106,0,5,medium
2025-12-22,S10,South,SKU-1001,Footwear-Running,10,10,96,0,5,medium
2025-12-23,S10,South,SKU-1001,Footwear-Running,23,23,73,0,5,medium
2025-12-24,S10,South,SKU-1001,Footwear-Running,18,18,55,0,5,medium
2025-12-25,S10,South,SKU-1001,Footwear-Running,12,12,43,0,5,medium
2025-12-26,S10,South,SKU-1001,Footwear-Running,15,15,28,0,5,medium
2025-12-27,S10,South,SKU-1001,Footwear-Running,26,26,2,0,5,medium
2025-12-28,S10,South,SKU-1001,Footwear-Running,20,2,0,1,5,medium
2025-12-29,S10,South,SKU-1001,Footwear-Running,13,0,0,1,5,medium
2025-10-01,S10,South,SKU-1002,Footwear-Running,10,10,80,0,5,medium
2025-10-02,S10,South,SKU-1002,Footwear-Running,8,8,72,0,5,medium
2025-10-03,S10,South,SKU-1002,Footwear-Running,8,8,64,0,5,medium
2025-10-04,S10,South,SKU-1002,Footwear-Running,7,7,57,0,5,medium
2025-10-05,S10,South,SKU-1002,Footwear-Running,13,13,44,0,5,medium
2025-10-06,S10,South,SKU-1002,Footwear-Running,8,8,36,0,5,medium
2025-10-07,S10,South,SKU-1002,Footwear-Running,8,8,28,0,5,medium
2025-10-08,S10,South,SKU-1002,Footwear-Running,10,10,18,0,5,medium
2025-10-09,S10,South,SKU-1002,Footwear-Running,11,11,7,0,5,medium
2025-10-10,S10,South,SKU-1002,Footwear-Running,11,7,0,1,5,medium
2025-10-11,S10,South,SKU-1002,Footwear-Running,15,0,0,1,5,medium
2025-10-12,S10,South,SKU-1002,Footwear-Running,12,12,96,0,5,medium
2025-10-13,S10,South,SKU-1002,Footwear-Running,7,7,89,0,5,medium
2025-10-14,S10,South,SKU-1002,Footwear-Running,6,6,83,0,5,medium
2025-10-15,S10,South,SKU-1002,Footwear-Running,7,7,76,0,5,medium
2025-10-16,S10,South,SKU-1002,Footwear-Running,9,9,67,0,5,medium
2025-10-17,S10,South,SKU-1002,Footwear-Running,7,7,60,0,5,medium
2025-10-18,S10,South,SKU-1002,Footwear-Running,13,13,47,0,5,medium
2025-10-19,S10,South,SKU-1002,Footwear-Running,8,8,39,0,5,medium
2025-10-20,S10,South,SKU-1002,Footwear-Running,4,4,35,0,5,medium
2025-10-21,S10,South,SKU-1002,Footwear-Running,12,12,23,0,5,medium
2025-10-22,S10,South,SKU-1002,Footwear-Running,8,8,15,0,5,medium
2025-10-23,S10,South,SKU-1002,Footwear-Running,6,6,9,0,5,medium
2025-10-24,S10,South,SKU-1002,Footwear-Running,6,6,3,0,5,medium
2025-10-25,S10,South,SKU-1002,Footwear-Running,14,14,97,0,5,medium
2025-10-26,S10,South,SKU-1002,Footwear-Running,19,19,78,0,5,medium
2025-10-27,S10,South,SKU-1002,Footwear-Running,8,8,70,0,5,medium
2025-10-28,S10,South,SKU-1002,Footwear-Running,8,8,62,0,5,medium
2025-10-29,S10,South,SKU-1002,Footwear-Running,12,12,50,0,5,medium
2025-10-30,S10,South,SKU-1002,Footwear-Running,3,3,47,0,5,medium
2025-10-31,S10,South,SKU-1002,Footwear-Running,15,15,32,0,5,medium
2025-11-01,S10,South,SKU-1002,Footwear-Running,23,23,9,0,5,medium
2025-11-02,S10,South,SKU-1002,Footwear-Running,1,1,8,0,5,medium
2025-11-03,S10,South,SKU-1002,Footwear-Running,9,8,0,1,5,medium
2025-11-04,S10,South,SKU-1002,Footwear-Running,7,0,0,1,5,medium
2025-11-05,S10,South,SKU-1002,Footwear-Running,8,8,100,0,5,medium
2025-11-06,S10,South,SKU-1002,Footwear-Running,8,8,92,0,5,medium
2025-11-07,S10,South,SKU-1002,Footwear-Running,12,12,80,0,5,medium
2025-11-08,S10,South,SKU-1002,Footwear-Running,12,12,68,0,5,medium
2025-11-09,S10,South,SKU-1002,Footwear-Running,9,9,59,0,5,medium
2025-11-10,S10,South,SKU-1002,Footwear-Running,8,8,51,0,5,medium
2025-11-11,S10,South,SKU-1002,Footwear-Running,11,11,40,0,5,medium
2025-11-12,S10,South,SKU-1002,Footwear-Running,5,5,35,0,5,medium
2025-11-13,S10,South,SKU-1002,Footwear-Running,4,4,31,0,5,medium
2025-11-14,S10,South,SKU-1002,Footwear-Running,15,15,16,0,5,medium
2025-11-15,S10,South,SKU-1002,Footwear-Running,10,10,6,0,5,medium
2025-11-16,S10,South,SKU-1002,Footwear-Running,12,6,0,1,5,medium
2025-11-17,S10,South,SKU-1002,Footwear-Running,8,8,100,0,5,medium
2025-11-18,S10,South,SKU-1002,Footwear-Running,11,11,89,0,5,medium
2025-11-19,S10,South,SKU-1002,Footwear-Running,15,15,74,0,5,medium
2025-11-20,S10,South,SKU-1002,Footwear-Running,11,11,63,0,5,medium
2025-11-21,S10,South,SKU-1002,Footwear-Running,4,4,59,0,5,medium
2025-11-22,S10,South,SKU-1002,Footwear-Running,6,6,53,0,5,medium
2025-11-23,S10,South,SKU-1002,Footwear-Running,11,11,42,0,5,medium
2025-11-24,S10,South,SKU-1002,Footwear-Running,8,8,34,0,5,medium
2025-11-25,S10,South,SKU-1002,Footwear-Running,4,4,30,0,5,medium
2025-11-26,S10,South,SKU-1002,Footwear-Running,12,12,18,0,5,medium
2025-11-27,S10,South,SKU-1002,Footwear-Running,6,6,12,0,5,medium
2025-11-28,S10,South,SKU-1002,Footwear-Running,14,12,0,1,5,medium
2025-11-29,S10,South,SKU-1002,Footwear-Running,21,21,87,0,5,medium
2025-11-30,S10,South,SKU-1002,Footwear-Running,12,12,75,0,5,medium
2025-12-01,S10,South,SKU-1002,Footwear-Running,13,13,62,0,5,medium
2025-12-02,S10,South,SKU-1002,Footwear-Running,7,7,55,0,5,medium
2025-12-03,S10,South,SKU-1002,Footwear-Running,14,14,41,0,5,medium
2025-12-04,S10,South,SKU-1002,Footwear-Running,10,10,31,0,5,medium
2025-12-05,S10,South,SKU-1002,Footwear-Running,7,7,24,0,5,medium
2025-12-06,S10,South,SKU-1002,Footwear-Running,15,15,9,0,5,medium
2025-12-07,S10,South,SKU-1002,Footwear-Running,14,9,0,1,5,medium
2025-12-08,S10,South,SKU-1002,Footwear-Running,10,0,0,1,5,medium
2025-12-09,S10,South,SKU-1002,Footwear-Running,16,16,92,0,5,medium
2025-12-10,S10,South,SKU-1002,Footwear-Running,8,8,84,0,5,medium
2025-12-11,S10,South,SKU-1002,Footwear-Running,19,19,65,0,5,medium
2025-12-12,S10,South,SKU-1002,Footwear-Running,6,6,59,0,5,medium
2025-12-13,S10,South,SKU-1002,Footwear-Running,26,26,33,0,5,medium
2025-12-14,S10,South,SKU-1002,Footwear-Running,11,11,22,0,5,medium
2025-12-15,S10,South,SKU-1002,Footwear-Running,12,12,10,0,5,medium
2025-12-16,S10,South,SKU-1002,Footwear-Running,10,10,0,0,5,medium
2025-12-17,S10,South,SKU-1002,Footwear-Running,10,0,0,1,5,medium
2025-12-18,S10,South,SKU-1002,Footwear-Running,15,15,93,0,5,medium
2025-12-19,S10,South,SKU-1002,Footwear-Running,18,18,75,0,5,medium
2025-12-20,S10,South,SKU-1002,Footwear-Running,23,23,52,0,5,medium
2025-12-21,S10,South,SKU-1002,Footwear-Running,14,14,38,0,5,medium
2025-12-22,S10,South,SKU-1002,Footwear-Running,12,12,26,0,5,medium
2025-12-23,S10,South,SKU-1002,Footwear-Running,8,8,18,0,5,medium
2025-12-24,S10,South,SKU-1002,Footwear-Running,8,8,10,0,5,medium
2025-12-25,S10,South,SKU-1002,Footwear-Running,7,7,3,0,5,medium
2025-12-26,S10,South,SKU-1002,Footwear-Running,10,3,0,1,5,medium
2025-12-27,S10,South,SKU-1002,Footwear-Running,18,18,90,0,5,medium
2025-12-28,S10,South,SKU-1002,Footwear-Running,5,5,85,0,5,medium
2025-12-29,S10,South,SKU-1002,Footwear-Running,12,12,73,0,5,medium
2025-10-01,S10,South,SKU-1003,Footwear-Casual,20,20,110,0,5,medium
2025-10-02,S10,South,SKU-1003,Footwear-Casual,18,18,92,0,5,medium
2025-10-03,S10,South,SKU-1003,Footwear-Casual,10,10,82,0,5,medium
2025-10-04,S10,South,SKU-1003,Footwear-Casual,9,9,73,0,5,medium
2025-10-05,S10,South,SKU-1003,Footwear-Casual,21,21,52,0,5,medium
2025-10-06,S10,South,SKU-1003,Footwear-Casual,2,2,50,0,5,medium
2025-10-07,S10,South,SKU-1003,Footwear-Casual,18,18,32,0,5,medium
2025-10-08,S10,South,SKU-1003,Footwear-Casual,12,12,20,0,5,medium
2025-10-09,S10,South,SKU-1003,Footwear-Casual,21,20,0,1,5,medium
2025-10-10,S10,South,SKU-1003,Footwear-Casual,5,0,0,1,5,medium
2025-10-11,S10,South,SKU-1003,Footwear-Casual,24,24,132,0,5,medium
2025-10-12,S10,South,SKU-1003,Footwear-Casual,18,18,114,0,5,medium
2025-10-13,S10,South,SKU-1003,Footwear-Casual,11,11,103,0,5,medium
2025-10-14,S10,South,SKU-1003,Footwear-Casual,7,7,96,0,5,medium
2025-10-15,S10,South,SKU-1003,Footwear-Casual,16,16,80,0,5,medium
2025-10-16,S10,South,SKU-1003,Footwear-Casual,16,16,64,0,5,medium
2025-10-17,S10,South,SKU-1003,Footwear-Casual,21,21,43,0,5,medium
2025-10-18,S10,South,SKU-1003,Footwear-Casual,25,25,18,0,5,medium
2025-10-19,S10,South,SKU-1003,Footwear-Casual,14,14,4,0,5,medium
2025-10-20,S10,South,SKU-1003,Footwear-Casual,8,4,0,1,5,medium
2025-10-21,S10,South,SKU-1003,Footwear-Casual,7,0,0,1,5,medium
2025-10-22,S10,South,SKU-1003,Footwear-Casual,20,20,136,0,5,medium
2025-10-23,S10,South,SKU-1003,Footwear-Casual,9,9,127,0,5,medium
2025-10-24,S10,South,SKU-1003,Footwear-Casual,20,20,107,0,5,medium
2025-10-25,S10,South,SKU-1003,Footwear-Casual,22,22,85,0,5,medium
2025-10-26,S10,South,SKU-1003,Footwear-Casual,20,20,65,0,5,medium
2025-10-27,S10,South,SKU-1003,Footwear-Casual,12,12,53,0,5,medium
2025-10-28,S10,South,SKU-1003,Footwear-Casual,16,16,37,0,5,medium
2025-10-29,S10,South,SKU-1003,Footwear-Casual,13,13,24,0,5,medium
2025-10-30,S10,South,SKU-1003,Footwear-Casual,11,11,13,0,5,medium
2025-10-31,S10,South,SKU-1003,Footwear-Casual,16,13,0,1,5,medium
2025-11-01,S10,South,SKU-1003,Footwear-Casual,17,0,0,1,5,medium
2025-11-02,S10,South,SKU-1003,Footwear-Casual,13,13,143,0,5,medium
2025-11-03,S10,South,SKU-1003,Footwear-Casual,16,16,127,0,5,medium
2025-11-04,S10,South,SKU-1003,Footwear-Casual,13,13,114,0,5,medium
2025-11-05,S10,South,SKU-1003,Footwear-Casual,15,15,99,0,5,medium
2025-11-06,S10,South,SKU-1003,Footwear-Casual,11,11,88,0,5,medium
2025-11-07,S10,South,SKU-1003,Footwear-Casual,7,7,81,0,5,medium
2025-11-08,S10,South,SKU-1003,Footwear-Casual,29,29,52,0,5,medium
2025-11-09,S10,South,SKU-1003,Footwear-Casual,28,28,24,0,5,medium
2025-11-10,S10,South,SKU-1003,Footwear-Casual,17,17,7,0,5,medium
2025-11-11,S10,South,SKU-1003,Footwear-Casual,11,7,0,1,5,medium
2025-11-12,S10,South,SKU-1003,Footwear-Casual,12,0,0,1,5,medium
2025-11-13,S10,South,SKU-1003,Footwear-Casual,19,0,0,1,5,medium
2025-11-14,S10,South,SKU-1003,Footwear-Casual,11,11,145,0,5,medium
2025-11-15,S10,South,SKU-1003,Footwear-Casual,14,14,131,0,5,medium
2025-11-16,S10,South,SKU-1003,Footwear-Casual,30,30,101,0,5,medium
2025-11-17,S10,South,SKU-1003,Footwear-Casual,13,13,88,0,5,medium
2025-11-18,S10,South,SKU-1003,Footwear-Casual,21,21,67,0,5,medium
2025-11-19,S10,South,SKU-1003,Footwear-Casual,7,7,60,0,5,medium
2025-11-20,S10,South,SKU-1003,Footwear-Casual,15,15,45,0,5,medium
2025-11-21,S10,South,SKU-1003,Footwear-Casual,22,22,23,0,5,medium
2025-11-22,S10,South,SKU-1003,Footwear-Casual,18,18,5,0,5,medium
2025-11-23,S10,South,SKU-1003,Footwear-Casual,17,5,0,1,5,medium
2025-11-24,S10,South,SKU-1003,Footwear-Casual,8,0,0,1,5,medium
2025-11-25,S10,South,SKU-1003,Footwear-Casual,18,18,138,0,5,medium
2025-11-26,S10,South,SKU-1003,Footwear-Casual,9,9,129,0,5,medium
2025-11-27,S10,South,SKU-1003,Footwear-Casual,13,13,116,0,5,medium
2025-11-28,S10,South,SKU-1003,Footwear-Casual,7,7,109,0,5,medium
2025-11-29,S10,South,SKU-1003,Footwear-Casual,28,28,81,0,5,medium
2025-11-30,S10,South,SKU-1003,Footwear-Casual,26,26,55,0,5,medium
2025-12-01,S10,South,SKU-1003,Footwear-Casual,17,17,38,0,5,medium
2025-12-02,S10,South,SKU-1003,Footwear-Casual,10,10,28,0,5,medium
2025-12-03,S10,South,SKU-1003,Footwear-Casual,26,26,2,0,5,medium
2025-12-04,S10,South,SKU-1003,Footwear-Casual,15,2,0,1,5,medium
2025-12-05,S10,South,SKU-1003,Footwear-Casual,10,0,0,1,5,medium
2025-12-06,S10,South,SKU-1003,Footwear-Casual,9,9,147,0,5,medium
2025-12-07,S10,South,SKU-1003,Footwear-Casual,18,18,129,0,5,medium
2025-12-08,S10,South,SKU-1003,Footwear-Casual,8,8,121,0,5,medium
2025-12-09,S10,South,SKU-1003,Footwear-Casual,13,13,108,0,5,medium
2025-12-10,S10,South,SKU-1003,Footwear-Casual,21,21,87,0,5,medium
2025-12-11,S10,South,SKU-1003,Footwear-Casual,15,15,72,0,5,medium
2025-12-12,S10,South,SKU-1003,Footwear-Casual,19,19,53,0,5,medium
2025-12-13,S10,South,SKU-1003,Footwear-Casual,18,18,35,0,5,medium
2025-12-14,S10,South,SKU-1003,Footwear-Casual,24,24,11,0,5,medium
2025-12-15,S10,South,SKU-1003,Footwear-Casual,28,11,0,1,5,medium
2025-12-16,S10,South,SKU-1003,Footwear-Casual,15,0,0,1,5,medium
2025-12-17,S10,South,SKU-1003,Footwear-Casual,19,0,0,1,5,medium
2025-12-18,S10,South,SKU-1003,Footwear-Casual,8,8,148,0,5,medium
2025-12-19,S10,South,SKU-1003,Footwear-Casual,26,26,122,0,5,medium
2025-12-20,S10,South,SKU-1003,Footwear-Casual,20,20,102,0,5,medium
2025-12-21,S10,South,SKU-1003,Footwear-Casual,32,32,70,0,5,medium
2025-12-22,S10,South,SKU-1003,Footwear-Casual,16,16,54,0,5,medium
2025-12-23,S10,South,SKU-1003,Footwear-Casual,21,21,33,0,5,medium
2025-12-24,S10,South,SKU-1003,Footwear-Casual,21,21,12,0,5,medium
2025-12-25,S10,South,SKU-1003,Footwear-Casual,14,12,0,1,5,medium
2025-12-26,S10,South,SKU-1003,Footwear-Casual,23,0,0,1,5,medium
2025-12-27,S10,South,SKU-1003,Footwear-Casual,17,0,0,1,5,medium
2025-12-28,S10,South,SKU-1003,Footwear-Casual,30,30,126,0,5,medium
2025-12-29,S10,South,SKU-1003,Footwear-Casual,15,15,111,0,5,medium
2025-10-01,S10,South,SKU-1004,Footwear-Casual,9,9,101,0,5,medium
2025-10-02,S10,South,SKU-1004,Footwear-Casual,11,11,90,0,5,medium
2025-10-03,S10,South,SKU-1004,Footwear-Casual,7,7,83,0,5,medium
2025-10-04,S10,South,SKU-1004,Footwear-Casual,17,17,66,0,5,medium
2025-10-05,S10,South,SKU-1004,Footwear-Casual,16,16,50,0,5,medium
2025-10-06,S10,South,SKU-1004,Footwear-Casual,9,9,41,0,5,medium
2025-10-07,S10,South,SKU-1004,Footwear-Casual,11,11,30,0,5,medium
2025-10-08,S10,South,SKU-1004,Footwear-Casual,12,12,18,0,5,medium
2025-10-09,S10,South,SKU-1004,Footwear-Casual,9,9,9,0,5,medium
2025-10-10,S10,South,SKU-1004,Footwear-Casual,11,9,0,1,5,medium
2025-10-11,S10,South,SKU-1004,Footwear-Casual,10,10,122,0,5,medium
2025-10-12,S10,South,SKU-1004,Footwear-Casual,28,28,94,0,5,medium
2025-10-13,S10,South,SKU-1004,Footwear-Casual,15,15,79,0,5,medium
2025-10-14,S10,South,SKU-1004,Footwear-Casual,12,12,67,0,5,medium
2025-10-15,S10,South,SKU-1004,Footwear-Casual,16,16,51,0,5,medium
2025-10-16,S10,South,SKU-1004,Footwear-Casual,3,3,48,0,5,medium
2025-10-17,S10,South,SKU-1004,Footwear-Casual,1,1,47,0,5,medium
2025-10-18,S10,South,SKU-1004,Footwear-Casual,13,13,34,0,5,medium
2025-10-19,S10,South,SKU-1004,Footwear-Casual,8,8,26,0,5,medium
2025-10-20,S10,South,SKU-1004,Footwear-Casual,10,10,16,0,5,medium
