invoice_id,vendor_id,vendor_tenure_months,amount,invoice_date,po_match_status,variance_pct,is_duplicate_suspect,autonomy_tier,cost_manual_baseline,cost_with_agent
AP-600612,V1011,38,756.56,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600613,V1205,44,787.84,2026-06-25,matched_variance,2.2,False,3,14.0,2.0
AP-600614,V1119,62,2733.14,2026-06-05,matched_variance,0.9,False,3,14.0,2.0
AP-600615,V1029,83,536400.26,2026-06-24,matched_variance,3.2,False,1,14.0,14.0
AP-600616,V1197,8,11299.18,2026-06-09,matched_exact,0.0,False,3,14.0,2.0
AP-600617,V1076,79,5694.1,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600618,V1086,71,6335.48,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600619,V1030,43,501.89,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600620,V1098,35,1816.98,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600621,V1057,1,2071.98,2026-06-14,matched_exact,0.0,False,2,14.0,8.0
AP-600622,V1037,84,21390.34,2026-06-12,matched_exact,0.0,False,3,14.0,2.0
AP-600623,V1076,79,3708.07,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600624,V1016,87,8213.8,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600625,V1185,27,573.45,2026-06-27,matched_variance,6.4,False,2,14.0,8.0
AP-600626,V1013,77,8099.39,2026-06-21,no_po,,True,1,14.0,14.0
AP-600627,V1130,88,6565.46,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600628,V1130,88,2137.65,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600629,V1089,16,588.04,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600630,V1145,72,11801.47,2026-06-11,matched_exact,0.0,False,3,14.0,2.0
AP-600631,V1050,53,1464.86,2026-06-16,no_po,,False,1,14.0,14.0
AP-600632,V1079,93,11873.0,2026-06-25,matched_exact,0.0,False,3,14.0,2.0
AP-600633,V1065,78,3500.58,2026-06-26,no_po,,False,1,14.0,14.0
AP-600634,V1179,90,819.91,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600635,V1199,38,4521.07,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600636,V1025,13,8364.22,2026-06-15,matched_exact,0.0,True,1,14.0,14.0
AP-600637,V1008,92,1231.01,2026-06-30,matched_variance,4.6,False,3,14.0,2.0
AP-600638,V1086,71,343.55,2026-06-06,matched_variance,2.6,False,3,14.0,2.0
AP-600639,V1029,83,1198.56,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600640,V1193,81,7945.53,2026-06-10,no_po,,False,1,14.0,14.0
AP-600641,V1082,61,3768.09,2026-06-18,no_po,,False,1,14.0,14.0
AP-600642,V1142,21,279.13,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600643,V1050,53,366.87,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600644,V1031,93,700.49,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600645,V1017,36,521.36,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600646,V1035,16,2927.16,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600647,V1219,10,389.6,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600648,V1208,22,1854.86,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600649,V1063,4,4803.09,2026-06-21,matched_variance,8.6,False,2,14.0,8.0
AP-600650,V1213,35,2457.8,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600651,V1016,87,1749.81,2026-06-08,no_po,,False,1,14.0,14.0
AP-600652,V1063,4,622.38,2026-06-02,matched_exact,0.0,False,2,14.0,8.0
AP-600653,V1194,14,2419.94,2026-06-29,matched_exact,0.0,True,1,14.0,14.0
AP-600654,V1143,65,680.77,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600655,V1211,7,764.72,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600656,V1113,14,376.85,2026-06-04,matched_variance,8.1,False,2,14.0,8.0
AP-600657,V1023,58,1332.49,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600658,V1172,28,256.67,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600659,V1149,91,1148.29,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600660,V1079,93,7814.97,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600661,V1174,23,2700.01,2026-06-21,no_po,,False,1,14.0,14.0
AP-600662,V1147,29,943.53,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600663,V1027,35,1764.89,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600664,V1196,22,2183.69,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600665,V1099,45,259.72,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600666,V1196,22,779.29,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600667,V1027,35,24050.5,2026-06-07,matched_exact,0.0,False,3,14.0,2.0
AP-600668,V1026,74,3514.44,2026-06-05,matched_variance,6.9,False,2,14.0,8.0
AP-600669,V1164,47,1584.82,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600670,V1094,30,3346.61,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600671,V1148,87,2640.0,2026-06-06,no_po,,False,1,14.0,14.0
AP-600672,V1070,90,548.22,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600673,V1187,29,2079.89,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600674,V1095,43,1440.53,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600675,V1200,91,5134.45,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600676,V1129,4,366.8,2026-06-12,matched_variance,6.5,False,2,14.0,8.0
AP-600677,V1084,11,586.86,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600678,V1061,9,6441.33,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600679,V1091,73,16118.13,2026-06-09,matched_exact,0.0,False,3,14.0,2.0
AP-600680,V1202,37,7336.36,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600681,V1178,21,5737.76,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600682,V1144,15,1028.29,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600683,V1168,55,2091.89,2026-06-20,no_po,,False,1,14.0,14.0
AP-600684,V1130,88,334.02,2026-06-21,matched_variance,7.8,False,2,14.0,8.0
AP-600685,V1109,47,1131.71,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600686,V1128,66,6068.2,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600687,V1026,74,3768.81,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600688,V1120,85,528.64,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600689,V1008,92,5602.69,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600690,V1194,14,5957.72,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600691,V1178,21,4724.86,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600692,V1160,82,3497.66,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600693,V1158,74,925.58,2026-06-01,matched_variance,7.4,False,2,14.0,8.0
AP-600694,V1169,45,804.55,2026-06-18,matched_variance,1.0,False,3,14.0,2.0
AP-600695,V1180,83,1406.1,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600696,V1159,31,2907.39,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600697,V1158,74,2028.93,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600698,V1212,25,635.89,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600699,V1107,88,370.11,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600700,V1019,76,6230.75,2026-06-10,matched_variance,5.7,False,2,14.0,8.0
AP-600701,V1134,95,34337.43,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600702,V1163,53,1842.54,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600703,V1194,14,2339.02,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600704,V1101,85,3695.65,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600705,V1055,38,230.94,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600706,V1003,53,3567.34,2026-06-04,matched_variance,8.0,False,2,14.0,8.0
AP-600707,V1125,72,15582.7,2026-06-22,matched_variance,2.1,False,3,14.0,2.0
AP-600708,V1154,84,1490.62,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600709,V1153,80,2435.62,2026-06-30,matched_variance,4.6,False,3,14.0,2.0
AP-600710,V1150,27,2573.66,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600711,V1026,74,11980.98,2026-06-26,matched_exact,0.0,False,3,14.0,2.0
AP-600712,V1168,55,2158.58,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600713,V1218,2,1954.75,2026-06-12,matched_exact,0.0,False,2,14.0,8.0
AP-600714,V1149,91,1691.86,2026-06-13,matched_variance,5.8,False,2,14.0,8.0
AP-600715,V1179,90,20702.44,2026-06-20,matched_exact,0.0,False,3,14.0,2.0
AP-600716,V1079,93,2899.54,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600717,V1092,2,7637.04,2026-06-02,matched_exact,0.0,False,2,14.0,8.0
AP-600718,V1156,20,6753.83,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600719,V1043,34,1503.03,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600720,V1011,38,8985.2,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600721,V1063,4,2563.47,2026-06-15,matched_exact,0.0,False,2,14.0,8.0
AP-600722,V1152,76,723.26,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600723,V1118,75,11300.05,2026-06-07,matched_exact,0.0,False,3,14.0,2.0
AP-600724,V1014,18,5833.05,2026-06-07,matched_variance,6.2,False,2,14.0,8.0
AP-600725,V1089,16,3175.14,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600726,V1060,70,1143.13,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600727,V1100,24,614.54,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600728,V1170,81,1241.17,2026-06-08,matched_variance,1.5,False,3,14.0,2.0
AP-600729,V1136,51,985.3,2026-06-01,no_po,,False,1,14.0,14.0
AP-600730,V1146,75,504.72,2026-06-04,no_po,,False,1,14.0,14.0
AP-600731,V1163,53,4708.94,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600732,V1061,9,6649.48,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600733,V1046,61,9060.2,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600734,V1207,95,24354.5,2026-06-04,matched_variance,2.2,False,3,14.0,2.0
AP-600735,V1212,25,1327.46,2026-06-26,no_po,,False,1,14.0,14.0
AP-600736,V1074,40,478.68,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600737,V1009,31,2362.91,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600738,V1163,53,4012.24,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600739,V1128,66,5206.63,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600740,V1129,4,3030.5,2026-06-09,matched_exact,0.0,False,2,14.0,8.0
AP-600741,V1114,48,2094.0,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600742,V1121,82,5656.14,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600743,V1076,79,4587.13,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600744,V1031,93,1852.08,2026-06-04,no_po,,False,1,14.0,14.0
AP-600745,V1006,83,2025.12,2026-06-06,matched_variance,8.0,False,2,14.0,8.0
AP-600746,V1169,45,1181.28,2026-06-01,no_po,,False,1,14.0,14.0
AP-600747,V1117,15,231.47,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600748,V1218,2,8259.34,2026-06-30,no_po,,False,1,14.0,14.0
AP-600749,V1039,16,13877.27,2026-06-26,matched_variance,2.4,False,3,14.0,2.0
AP-600750,V1197,8,1996.85,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600751,V1188,77,8630.89,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600752,V1140,78,439.13,2026-06-18,matched_variance,8.4,False,2,14.0,8.0
AP-600753,V1096,26,184.83,2026-06-24,matched_exact,0.0,True,1,14.0,14.0
AP-600754,V1205,44,2903.54,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600755,V1147,29,3886.72,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600756,V1082,61,175.58,2026-06-18,no_po,,False,1,14.0,14.0
AP-600757,V1166,6,1143.15,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600758,V1175,83,4369.35,2026-06-23,no_po,,False,1,14.0,14.0
AP-600759,V1219,10,15511.38,2026-06-11,matched_exact,0.0,False,3,14.0,2.0
AP-600760,V1053,8,137.31,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600761,V1033,68,21118.83,2026-06-06,matched_exact,0.0,False,3,14.0,2.0
AP-600762,V1149,91,1290.79,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600763,V1101,85,341.5,2026-06-24,no_po,,False,1,14.0,14.0
AP-600764,V1059,44,364.8,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600765,V1027,35,29661.57,2026-06-27,matched_exact,0.0,False,3,14.0,2.0
AP-600766,V1061,9,14957.49,2026-06-01,matched_exact,0.0,False,3,14.0,2.0
AP-600767,V1213,35,2098.9,2026-06-10,matched_variance,3.8,False,3,14.0,2.0
AP-600768,V1162,59,7201.62,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600769,V1096,26,1145.99,2026-06-08,matched_variance,1.2,False,3,14.0,2.0
AP-600770,V1087,45,235.86,2026-06-26,no_po,,False,1,14.0,14.0
AP-600771,V1064,66,6072.57,2026-06-19,matched_variance,6.1,False,2,14.0,8.0
AP-600772,V1208,22,2140.55,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600773,V1078,69,1002.06,2026-06-03,no_po,,False,1,14.0,14.0
AP-600774,V1138,5,3849.26,2026-06-03,matched_exact,0.0,False,2,14.0,8.0
AP-600775,V1200,91,1284.47,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600776,V1132,36,15421.49,2026-06-13,matched_exact,0.0,False,3,14.0,2.0
AP-600777,V1030,43,3969.74,2026-06-19,no_po,,False,1,14.0,14.0
AP-600778,V1156,20,695.14,2026-06-09,matched_variance,3.5,False,3,14.0,2.0
AP-600779,V1209,42,33783.14,2026-06-24,matched_exact,0.0,False,3,14.0,2.0
AP-600780,V1160,82,447.74,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600781,V1147,29,2531.56,2026-06-05,no_po,,False,1,14.0,14.0
AP-600782,V1150,27,152.73,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600783,V1089,16,1467.03,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600784,V1209,42,15409.9,2026-06-07,matched_exact,0.0,False,3,14.0,2.0
AP-600785,V1012,32,3626.43,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600786,V1181,76,1175.23,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600787,V1175,83,585.33,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600788,V1049,18,3236.69,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600789,V1058,95,1489.19,2026-06-10,matched_variance,6.7,False,2,14.0,8.0
AP-600790,V1054,92,2842.6,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600791,V1179,90,676.72,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600792,V1148,87,630.59,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600793,V1170,81,6739.59,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600794,V1073,77,1143.71,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600795,V1106,75,1486.16,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600796,V1094,30,541.32,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600797,V1128,66,3016.12,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600798,V1101,85,4571.85,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600799,V1029,83,22078.33,2026-06-15,matched_exact,0.0,True,1,14.0,14.0
AP-600800,V1089,16,407.9,2026-06-30,matched_variance,1.6,False,3,14.0,2.0
AP-600801,V1182,51,3458.46,2026-06-24,matched_variance,1.9,False,3,14.0,2.0
AP-600802,V1142,21,2625.55,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600803,V1139,72,3537.92,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600804,V1182,51,1879.4,2026-06-04,matched_variance,1.1,False,3,14.0,2.0
AP-600805,V1043,34,1817.04,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600806,V1183,5,2178.19,2026-06-08,matched_exact,0.0,False,2,14.0,8.0
AP-600807,V1171,43,10428.0,2026-06-25,matched_exact,0.0,False,3,14.0,2.0
AP-600808,V1069,78,1676.96,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600809,V1210,25,2396.04,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600810,V1192,74,122.83,2026-06-13,no_po,,False,1,14.0,14.0
AP-600811,V1084,11,2099.65,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600812,V1065,78,550.83,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600813,V1163,53,4335.38,2026-06-21,matched_variance,7.3,False,2,14.0,8.0
AP-600814,V1191,92,10426.68,2026-06-19,matched_exact,0.0,False,3,14.0,2.0
AP-600815,V1083,60,1923.44,2026-06-11,matched_variance,8.6,False,2,14.0,8.0
AP-600816,V1163,53,3209.04,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600817,V1062,36,2301.86,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600818,V1122,93,852.43,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600819,V1066,32,573.65,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600820,V1133,42,4334.92,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600821,V1185,27,9265.18,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600822,V1027,35,626.07,2026-06-15,matched_exact,0.0,True,1,14.0,14.0
AP-600823,V1212,25,1853.48,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600824,V1095,43,764.44,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600825,V1063,4,15989.82,2026-06-04,matched_exact,0.0,False,2,14.0,8.0
AP-600826,V1149,91,19973.4,2026-06-27,matched_exact,0.0,False,3,14.0,2.0
AP-600827,V1014,18,177.03,2026-06-09,matched_exact,0.0,True,1,14.0,14.0
AP-600828,V1217,30,486.6,2026-06-13,matched_variance,6.9,False,2,14.0,8.0
AP-600829,V1198,75,1005.27,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600830,V1196,22,2198.7,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600831,V1208,22,320.52,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600832,V1101,85,44655.01,2026-06-09,matched_exact,0.0,False,3,14.0,2.0
AP-600833,V1146,75,1396.8,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600834,V1182,51,324.57,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600835,V1029,83,314.11,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600836,V1141,75,4089.89,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600837,V1152,76,366.28,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600838,V1015,9,1566.86,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600839,V1133,42,549.57,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600840,V1096,26,3010.41,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600841,V1111,25,10661.43,2026-06-19,matched_exact,0.0,False,3,14.0,2.0
AP-600842,V1148,87,3956.36,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600843,V1083,60,832.8,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600844,V1132,36,790.01,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600845,V1056,44,12008.41,2026-06-28,matched_exact,0.0,True,1,14.0,14.0
AP-600846,V1193,81,7607.13,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600847,V1214,61,18084.36,2026-06-26,matched_exact,0.0,False,3,14.0,2.0
AP-600848,V1006,83,3860.7,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600849,V1035,16,801.67,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600850,V1026,74,3611.5,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600851,V1161,84,11037.09,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600852,V1159,31,973.05,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600853,V1141,75,2098.64,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600854,V1089,16,10782.72,2026-06-22,matched_variance,2.4,False,3,14.0,2.0
AP-600855,V1007,32,761.78,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600856,V1192,74,13505.78,2026-06-03,matched_exact,0.0,False,3,14.0,2.0
AP-600857,V1058,95,2607.2,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600858,V1160,82,1833.52,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600859,V1141,75,2413.47,2026-06-27,no_po,,False,1,14.0,14.0
AP-600860,V1079,93,1592.08,2026-06-20,no_po,,False,1,14.0,14.0
AP-600861,V1009,31,20764.36,2026-06-09,matched_exact,0.0,False,3,14.0,2.0
AP-600862,V1087,45,1098.07,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600863,V1005,24,5101.69,2026-06-11,no_po,,False,1,14.0,14.0
AP-600864,V1078,69,11311.14,2026-06-04,matched_exact,0.0,False,3,14.0,2.0
AP-600865,V1120,85,1955.78,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600866,V1097,7,496.2,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600867,V1126,60,1886.51,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600868,V1063,4,735.72,2026-06-03,matched_exact,0.0,False,2,14.0,8.0
AP-600869,V1199,38,7896.38,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600870,V1155,3,1529.66,2026-06-05,matched_variance,4.1,False,2,14.0,8.0
AP-600871,V1103,74,20787.9,2026-06-23,no_po,,False,1,14.0,14.0
AP-600872,V1090,63,1854.91,2026-06-04,matched_variance,7.8,False,2,14.0,8.0
AP-600873,V1051,72,9374.13,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600874,V1100,24,370.17,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600875,V1178,21,1720.11,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600876,V1039,16,11703.51,2026-06-23,matched_exact,0.0,False,3,14.0,2.0
AP-600877,V1181,76,1416.03,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600878,V1192,74,5137.23,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600879,V1183,5,2745.5,2026-06-18,matched_exact,0.0,False,2,14.0,8.0
AP-600880,V1095,43,354.7,2026-06-25,matched_variance,8.9,False,2,14.0,8.0
AP-600881,V1027,35,1106.39,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600882,V1166,6,5484.1,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600883,V1120,85,796.87,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600884,V1112,19,5691.6,2026-06-10,matched_variance,7.2,False,2,14.0,8.0
AP-600885,V1137,89,12529.91,2026-06-28,matched_exact,0.0,False,3,14.0,2.0
AP-600886,V1145,72,2214.74,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600887,V1032,20,18593.34,2026-06-21,matched_exact,0.0,False,3,14.0,2.0
AP-600888,V1052,33,406.25,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600889,V1082,61,9428.77,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600890,V1209,42,3084.97,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600891,V1196,22,987.59,2026-06-02,no_po,,False,1,14.0,14.0
AP-600892,V1106,75,1732.06,2026-06-20,matched_variance,7.6,False,2,14.0,8.0
AP-600893,V1019,76,6962.31,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600894,V1073,77,840.77,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600895,V1031,93,827.21,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600896,V1010,34,6214.49,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600897,V1118,75,3856.77,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600898,V1134,95,1795.67,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600899,V1032,20,1408.66,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600900,V1067,20,3235.05,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600901,V1125,72,19860.22,2026-06-09,matched_exact,0.0,False,3,14.0,2.0
AP-600902,V1052,33,21541.31,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600903,V1156,20,101.28,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600904,V1031,93,8216.05,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600905,V1131,65,1892.29,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600906,V1062,36,748.02,2026-06-29,matched_variance,1.2,False,3,14.0,2.0
AP-600907,V1066,32,826.19,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600908,V1055,38,889.94,2026-06-06,no_po,,False,1,14.0,14.0
AP-600909,V1109,47,4259.89,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600910,V1083,60,2978.14,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600911,V1132,36,4499.96,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600912,V1200,91,2489.38,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600913,V1168,55,2620.28,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600914,V1162,59,304.79,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600915,V1037,84,49337.43,2026-06-20,matched_exact,0.0,False,3,14.0,2.0
AP-600916,V1034,14,6755.45,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600917,V1134,95,360.56,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600918,V1110,1,1709.63,2026-06-06,matched_variance,8.9,False,2,14.0,8.0
